PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, TOTAL_HYD, LOGP, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY
4n7m,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.582016940986,1.3253642613146002,2.305993913145676e-18,2.258073957007389e-18,3.2011455755676304,2.3199008090295794,2.7236668234240086e-16,2.516065594247391e-16,0.0001688441236498,0.0001688437319302,3.077128263689617e-05,3.065867108456019e-05,2.353156388068541e-17,2.3518521422313608e-17,0.4351694188886997,0.4091196320611301,0.0,0.0,11.29870390336127,1.5657991094961277,0.0108446096481318,0.0072157962048888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3573059927868986e-07,2.255769802631744e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.030613588555067e-13,5.470471678248461e-13,1.46951274176735e-14,1.469445925687411e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319328638584411,-0.0171036896379622,-52.568394874602056
4n7u,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.431264383916,-1.3362135348231998,11.893769410810672,4.030315792353952,1.2961671579941826e-08,1.2954038391612422e-08,7.668545373983356e-11,7.668544164362261e-11,5.999872469042489,3.603925961267925,2.5318292194975995e-14,2.531816847917808e-14,4.5969665411959865e-21,4.5969665411959865e-21,0.0,0.0,0.0,0.0,0.9029387186815891,0.7128340251835603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.640233237302846e-15,1.2701210341491625e-15,1.2856070165907256e-13,1.1142027036958645e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0561197525567771e-11,1.0368558811839803e-11,1.3437508711782764e-19,1.2991845708829354e-19,0.0,0.0,0.015732456904913,0.0157323540907298,1.4603292743424189e-21,1.4067753056299865e-21,5.377921226476277e-22,5.377921226476277e-22,4.057410538588663,2.589915281341652,2.531315965872028e-14,2.531304433815425e-14,3.974465343453639e-21,3.974465343453639e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.644074846487432,-0.999909954552308,-18.824605728794964
4n9c,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2422132577,-0.5083842573816,2.3677782544703705,2.3677782166386705,3.953372889201189,2.817326978412517,0.0,0.0,0.035133322276913,0.0339823569860817,5.59689311221292e-10,5.59650151644705e-10,0.0,0.0,0.6411752616973292,0.6156706032659751,0.0,0.0,6.075432174946918,0.7981420217266859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.416999087809627e-14,2.8077957985431652e-14,2.0408777759016186e-05,2.040877666073921e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0543611997052105e-05,1.0522920546480008e-05,5.5556964381299064e-14,5.2013615650034143e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330681972143301,0.0319172544596768,5.959221847494732e-11,5.956705067686654e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4193124344512888,0.0252839545617737,-45.52556733791282
4nbk,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.162107318663,2.4378368709307003,4.120283082454744e-13,4.118427829900838e-13,4.038060194619799,3.4565433591108583,9.845130085553273e-14,9.842292205547184e-14,0.9588867410821524,0.958886490459916,2.226710924596849e-05,2.2256165209872646e-05,3.536013472755766e-15,3.5356611239778518e-15,0.0,0.0,0.0,0.0,11.67208884082828,1.978139199177123,1.0662733562044735,1.0360864322374472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4239681182887147e-07,4.423822473438145e-07,2.3815085861267374e-19,2.3815085861267374e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499675943983174,0.4499374905406086,9.375459811476709e-14,9.373768329152597e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0482779508798558,0.0482779508798501,4.08067992124405e-10,4.0779998962620286e-10,1.1286383717468973e-17,1.1286383717468973e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.9075249472612104,0.907524857267522,1.0407680939148098e-11,1.0407261224916835e-11,3.4669445550654e-15,3.4669445550654e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259833308916339,-0.0174685716324306,-70.57743301811799
4nbl,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.450711366546,2.1369763957320003,4.487036017405202e-13,4.482813500884497e-13,3.737268027428186,3.160896168491912,6.646790356814994e-14,6.643116556238198e-14,0.8955683803255581,0.8955681802968104,4.707781025223658e-06,4.7020426957043e-06,4.2082279168167496e-15,4.20805041714042e-15,0.0,0.0,4.515958961939727e-15,4.515958961939727e-15,11.789234992883207,1.999319810967756,3.165375963920907,2.125750253163852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.705644493367402e-06,1.7055645784814896e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923875194115104,0.4923782036995526,6.323805668053263e-14,6.320813219776624e-14,0.0,0.0,0.0,0.0,0.0,0.0,7.330678417178538e-08,4.044508595907438e-08,1.0965962256523868e-18,8.336656025856015e-19,1.9954194620875844e-20,1.9954194620875844e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057990294151692,0.0057990294151603,1.1879491420355102e-10,1.1855571745930088e-10,7.354184589901818e-18,7.354184589901818e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.8877608501197953,0.8877608048393929,9.907147716167676e-12,9.905526900979788e-12,4.1408537501257306e-15,4.1408537501257306e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958362694667645,0.001363980586797,-74.79450043405963
4nbn,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.3170923614820005,2.9037433982832,3.4858379561213813e-13,3.4810872339436053e-13,4.489257157784297,4.233991874576785,4.838671197878773e-14,4.8350316925509566e-14,2.0876978348358466,2.0876972451130293,2.484039937230473e-07,1.4934187505446444e-07,1.455506388738355e-15,1.4555021172445293e-15,0.0,0.0,0.0,0.0,13.51878113004681,2.6512267755797376,2.804430288405846,2.443583497396685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.136673503449096e-09,4.1147465766099985e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2179685915337093,1.2179540034947207,4.304521602939055e-14,4.301783111190688e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001691346753732,0.0001691346725607,8.400526957744693e-10,8.321439197857018e-10,7.305455180846781e-19,7.302507339530611e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.97133995095496,1.971339948580373,5.001746161016428e-10,5.001583034591244e-10,1.411157567472316e-15,1.411157567472316e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191563796239909,-0.0330152388802896,-98.9593654168052
4ncn,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,1.561623234806,-4.096983801780301,3.820840919380176,3.8208408710272623,7.446073842671425,6.217061282232478,4.615497849353508e-19,4.615497849353508e-19,8.778684295006855,7.044415028008206,0.2704141467994654,0.2704139639563677,0.0,0.0,0.22398584004521,0.22398584004521,1.9999999917615263,1.0,2.939058734688273,0.637877695079361,0.9629349504755172,0.9629349504755172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018301639023545e-07,1.5348015076928417e-07,0.9629848842305512,0.9172685766225568,1.4360627019886204e-19,1.4360627019886204e-19,8.44518033288897e-06,8.445180332888795e-06,3.453087069707892e-06,3.331308665177218e-06,0.0,0.0,1.4339691745509114e-06,1.4339691672841188e-06,0.8981751747377765,0.8530325875488289,1.7920312002945773e-19,1.7920312002945773e-19,0.0777062105938647,0.0777062105934655,9.42789914143374e-08,5.5574933291206296e-08,4.713579654050104e-21,4.713579654050104e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000014334414,1.0000000014334414,5.401602899509092e-07,5.401598271515014e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.081070240836219e-06,5.080268747872495e-06,1.0483719564159616e-16,1.0442179245330603e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404967353694984,0.940458252368737,1.2966632259453762e-19,1.0432555543846956e-19,0.0,0.0,0.5396047899811293,0.4871529409234379,0.1527774075836486,0.1527774075781846,0.0,0.0,4.949233832690826,3.672197136108592,0.1169537960710534,0.1169536132409375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.925301769258826,-3.69440736246508,-90.23782500757878
4ndu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,-3.1226508381877,0.6373718012648669,0.6373718012648669,6.873126815747909,5.7329149662944445,1.3711910596597033e-13,1.3711878880535493e-13,0.7966502746866966,0.7879895785928417,1.6629934102547001e-15,1.662861417139045e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464856389001514,0.3464856389001514,3.1320770608660973,2.934789293256056,1.1049665150335625e-13,1.1049640611849049e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965148830657003,0.7878541927671705,1.6595878893324653e-15,1.659563733151029e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1815359952099705,-0.0409921279964124,-38.29801277618757
4nj9,0.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,4.981759692528,1.8970294473334,3.882371128357066,3.828420612176765,1.3805441068615831,1.380326817734611,0.0,0.0,3.743449530141778,3.6380474891451855,1.2802488119150648e-12,1.2794322784087705e-12,0.0,0.0,0.0,0.0,2.737030003914369e-15,2.737030003914369e-15,13.88278558357818,2.784800581612767,2.7095952221252504,2.70952844714888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2178829592165186,1.212158864519464,9.223830825266478e-13,9.223823324062865e-13,0.0,0.0,1.5385495453620983,1.4391736701308029,3.469938084623587e-13,3.46214322363632e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6116642516492072,-0.445225806692738,-61.74879198662022
4nja,0.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,4.981759692528,1.8970294473334,4.198097892245877,4.191291884123397,5.795036230729459,5.789055170319451,0.0,0.0,2.837431434606001,2.8027936985668456,7.494336506825397e-13,7.485186128932847e-13,0.0,0.0,0.0,0.0,0.0,0.0,9.874477217776771,1.5193521634023128,2.8805061508024443,2.861569814520747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671189373760261,0.0671182947415926,7.506215546315951e-15,7.0079925164572936e-15,0.0,0.0,2.09731565282364,2.0628355016988653,7.397458258913955e-13,7.393860210082028e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3000986568662634,-0.4124096195832138,-60.616268154582194
4nkt,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,0.6517142781409999,-5.45411321995836,1.0100966063870045,1.0100966063870038,8.12117095281811,5.602059333110106,2.413485182226077e-20,2.413485182226077e-20,3.632147638346929,3.628427956247982,0.1065472889094735,0.1065472884798875,4.110304707576511e-22,4.110304707576511e-22,0.0,0.0,0.0,0.0,0.7806456974657112,0.2411718196632344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.942189180999459e-07,2.91406197510342e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001314993723783,0.0001314993723783,1.1405844065254172e-06,1.1405575896785726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.134712495905334e-19,4.134712495905334e-19,2.7546548117308807,1.0002739273735477,1.4001029718422882e-20,1.4001029718422882e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927539558696006,0.9245945235548164,0.0120890739453888,0.012089073945114,2.588367634145626e-22,2.588367634145626e-22,1.5984263167735115,1.597677800455659,0.0012553460011437,0.0012553459422806,0.0,0.0,0.7530834229457594,0.7530576534671863,0.0061344940457721,0.006134494045772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.668629781239456,-0.6673205761978611,-63.94751815464724
