,PDB code,EC number,Class,Subclass,Subsubclass
10655,6cf6,E.C.2.4.2.30,2,4,2
10656,6cgt,E.C.2.4.1.19,2,4,1
10742,6egs,E.C.2.4.1.41,2,4,1
10754,6ek3,E.C.2.4.2.-,2,4,2
10791,6gpb,E.C.2.4.1.1,2,4,1
10810,7gpb,E.C.2.4.1.1,2,4,1
10819,8gpb,E.C.2.4.1.1,2,4,1
10977,6ott,E.C.2.4.2.14,2,4,2
11034,6nrj,E.C.2.4.2.30,2,4,2
11035,6nri,E.C.2.4.2.30,2,4,2
11036,6nrh,E.C.2.4.2.30,2,4,2
11037,6nrg,E.C.2.4.2.30,2,4,2
11038,6nrf,E.C.2.4.2.30,2,4,2
11117,6fzm,E.C.2.4.2.30,2,4,2
11118,6fym,E.C.2.4.2.30,2,4,2
11121,6fpu,E.C.2.4.2.29,2,4,2
11122,6fmn,E.C.2.4.2.29,2,4,2
11155,6dz3,E.C.2.4.2.28,2,4,2
11156,6dz2,E.C.2.4.2.28,2,4,2
11157,6dz0,E.C.2.4.2.28,2,4,2
11158,6dyz,E.C.2.4.2.28,2,4,2
11175,6d9s,E.C.2.4.2.8,2,4,2
11201,6czf,E.C.2.4.2.14,2,4,2
11250,5zni,E.C.2.4.2.1,2,4,2
11251,5znc,E.C.2.4.2.1,2,4,2
