,PDB code,EC number,Class,Subclass,Subsubclass
8938,4ys7,E.C.3.1.4.17,3,1,4
8976,4z0u,E.C.3.1.26.4,3,1,26
8983,4z2b,E.C.3.1.4.-,3,1,4
9010,4zg6,E.C.3.1.4.39,3,1,4
9011,4zg7,E.C.3.1.4.39,3,1,4
9012,4zg9,E.C.3.1.4.39,3,1,4
9013,4zga,E.C.3.1.4.39,3,1,4
9033,4zo5,E.C.3.1.4.17,3,1,4
9125,5a7i,E.C.3.1.3.36,3,1,3
9126,5a7j,E.C.3.1.3.36,3,1,3
9159,5aes,E.C.3.1.3.3,3,1,3
9171,5ai5,E.C.3.1.3.76,3,1,3
9172,5ai6,E.C.3.1.3.76,3,1,3
9173,5ai8,E.C.3.1.3.76,3,1,3
9174,5ai9,E.C.3.1.3.76,3,1,3
9175,5aia,E.C.3.1.3.76,3,1,3
9176,5aib,E.C.3.1.3.76 ,3,1,3
9177,5aic,E.C.3.1.3.76,3,1,3
9188,5ak3,E.C.3.1.3.76,3,1,3
9189,5ak4,E.C.3.1.3.76,3,1,3
9190,5ak5,E.C.3.1.3.76,3,1,3
9191,5ak6,E.C.3.1.3.76 ,3,1,3
9192,5ake,E.C.3.1.3.76,3,1,3
9193,5akg,E.C.3.1.3.76,3,1,3
9194,5akh,E.C.3.1.3.76,3,1,3
9195,5aki,E.C.3.1.3.76,3,1,3
9196,5akj,E.C.3.1.3.76,3,1,3
9197,5akk,E.C.3.1.3.76,3,1,3
9198,5akl,E.C.3.1.3.76 ,3,1,3
9201,5akz,E.C.3.1.3.76,3,1,3
9207,5ald,E.C.3.1.3.76,3,1,3
9208,5ale,E.C.3.1.3.76,3,1,3
9209,5alf,E.C.3.1.3.76,3,1,3
9210,5alg,E.C.3.1.3.76,3,1,3
9211,5alh,E.C.3.1.3.76,3,1,3
9212,5ali,E.C.3.1.3.76,3,1,3
9213,5alj,E.C.3.1.3.76,3,1,3
9214,5alk,E.C.3.1.3.76 ,3,1,3
9215,5all,E.C.3.1.3.76,3,1,3
9216,5alm,E.C.3.1.3.76,3,1,3
9217,5aln,E.C.3.1.3.76,3,1,3
9218,5alo,E.C.3.1.3.76,3,1,3
9219,5alp,E.C.3.1.3.76,3,1,3
9220,5alr,E.C.3.1.3.76,3,1,3
9221,5als,E.C.3.1.3.76,3,1,3
9222,5alt,E.C.3.1.3.76,3,1,3
9223,5alu,E.C.3.1.3.76,3,1,3
9224,5alv,E.C.3.1.3.76,3,1,3
9225,5alw,E.C.3.1.3.76,3,1,3
9226,5alx,E.C.3.1.3.76,3,1,3
9227,5aly,E.C.3.1.3.76,3,1,3
9228,5alz,E.C.3.1.3.76,3,1,3
9229,5am0,E.C.3.1.3.76,3,1,3
9230,5am1,E.C.3.1.3.76,3,1,3
9231,5am2,E.C.3.1.3.76,3,1,3
9232,5am3,E.C.3.1.3.76,3,1,3
9233,5am4,E.C.3.1.3.76,3,1,3
9234,5am5,E.C.3.1.3.76,3,1,3
9272,5axp,E.C.3.1.4.17,3,1,4
9273,5axq,E.C.3.1.4.17,3,1,4
9277,5b25,E.C.3.1.4.17,3,1,4
9311,5bwb,E.C.3.1.1.7,3,1,1
9312,5bwc,E.C.3.1.1.7,3,1,1
9317,5c1w,E.C.3.1.4.17,3,1,4
9322,5c28,E.C.3.1.4.17,3,1,4
9323,5c29,E.C.3.1.4.17,3,1,4
9324,5c2a,E.C.3.1.4.17,3,1,4
9325,5c2e,E.C.3.1.4.17,3,1,4
9326,5c2h,E.C.3.1.4.17,3,1,4
9368,5cqx,E.C.3.1.27,3,1,27
9369,5cr7,E.C.3.1.3.5,3,1,3
9441,5dlv,E.C.3.1.4.39,3,1,4
9452,5dtj,E.C.3.1.1.7,3,1,1
9465,5dv2,E.C.3.1.13.4,3,1,13
9466,5dv4,E.C.3.1.13.4,3,1,13
9476,5e13,E.C.3.1.27.5,3,1,27
9493,5e8f,E.C.3.1.4.35,3,1,4
9520,5ega,E.C.3.1,3,1,-
9528,5ehn,E.C.3.1.1.7 ,3,1,1
9529,5ehp,E.C.3.1.3.48,3,1,3
9530,5ehq,E.C.3.1.1.7 ,3,1,1
9531,5ehr,E.C.3.1.3.48,3,1,3
9536,5eie,E.C.3.1.1.7,3,1,1
9604,5eyz,E.C.3.1.3.48 ,3,1,3
9605,5ez0,E.C.3.1.3.48 ,3,1,3
9656,5fkj,E.C.3.1.1.7,3,1,1
9681,5fpp,E.C.3.1.1.7,3,1,1
9690,5fum,E.C.3.1.1.7 ,3,1,1
9694,5fv7,E.C.3.1,3,1,-
9704,5g2b,E.C.3.1.4.-,3,1,4
9707,5g3m,E.C.3.1.1.4,3,1,1
9708,5g3n,E.C.3.1.1.4,3,1,1
9710,5g57,E.C.3.1.4.-,3,1,4
9711,5g5v,E.C.3.1.4.-,3,1,4
9795,5i2r,E.C.3.1.4.17,3,1,4
9808,5i8p,E.C.3.1.1.47,3,1,1
9810,5i9i,E.C.3.1.1.47,3,1,1
9834,5ijj,E.C.3.1.4.46,3,1,4
9864,5j3s,E.C.3.1.4,3,1,4
9884,5jah,E.C.3.1.1.47,3,1,1
9885,5jal,E.C.3.1.1.47,3,1,1
9886,5jan,E.C.3.1.1.47,3,1,1
9887,5jao,E.C.3.1.1.47 ,3,1,1
9888,5jap,E.C.3.1.1.47,3,1,1
9889,5jar,E.C.3.1.1.47,3,1,1
9890,5jas,E.C.3.1.1.47,3,1,1
9891,5jat,E.C.3.1.1.47,3,1,1
9892,5jau,E.C.3.1.1.47,3,1,1
9948,5k1i,E.C.3.1.4.53,3,1,4
9949,5k32,E.C.3.1.4.53,3,1,4
9956,5k5e,E.C.3.1.1.8,3,1,1
9986,5kqg,E.C.3.1.3.48,3,1,3
9987,5kql,E.C.3.1.3.48,3,1,3
9988,5kre,E.C.3.1.2,3,1,2
10012,5l8c,E.C.3.1.4.-,3,1,4
10013,5l8y,E.C.3.1.4.-,3,1,4
10014,5l9h,E.C.3.1.4.-,3,1,4
10015,5laq,E.C.3.1.4.53,3,1,4
10029,5lkr,E.C.3.1.1.8 ,3,1,1
10040,5lqq,E.C.3.1.4.39 ,3,1,4
10060,5lyy,E.C.3.1.1.47,3,1,1
10061,5lz2,E.C.3.1.1.47 ,3,1,1
10062,5lz4,E.C.3.1.1.47 ,3,1,1
10063,5lz5,E.C.3.1.1.47 ,3,1,1
10064,5lz7,E.C.3.1.1.47 ,3,1,1
10065,5lz8,E.C.3.1.1.47 ,3,1,1
10066,5lz9,E.C.3.1.1.47 ,3,1,1
10068,5m0m,E.C.3.1.4.39,3,1,4
10087,5m7m,E.C.3.1.4.39,3,1,4
10102,5mhp,E.C.3.1.4.39,3,1,4
10111,5mk1,E.C.3.1.3.48,3,1,3
10112,5mk3,E.C.3.1.3.48,3,1,3
10187,5nap,E.C.3.1.1.7,3,1,1
10189,5nau,E.C.3.1.1.7,3,1,1
10237,5nn0,E.C.3.1.1.8,3,1,1
10310,5ohi,E.C.3.1.4.39,3,1,4
10311,5ohj,E.C.3.1.4.53,3,1,4
10314,5olb,E.C.3.1.4.39,3,1,4
10348,5ov9,E.C.3.1.1.7,3,1,1
10349,5ovr,E.C.3.1.3.48,3,1,3
10350,5ovx,E.C.3.1.3.48,3,1,3
10351,5ow1,E.C.3.1.3.48,3,1,3
10352,5ow8,E.C.3.1.1.4,3,1,1
10353,5owc,E.C.3.1.1.4,3,1,1
10451,5sve,E.C.3.1.3.16,3,1,3
10455,5sym,E.C.3.1.2 ,3,1,2 
10456,5syn,E.C.3.1.2 ,3,1,2 
10467,5t19,E.C.3.1.3.48,3,1,3
10498,5tkb,E.C.3.1.4.53,3,1,4
10541,5w44,E.C.3.1.-.-,3,1,-
10544,5w6e,E.C.3.1.4.17,3,1,4
10546,5w73,E.C.3.1.-.-,3,1,-
10551,5w92,E.C.3.1.-.-,3,1,-
10552,5wa7,E.C.3.1.-.-,3,1,-
10553,5wap,E.C.3.1.-.-,3,1,-
10554,5wb3,E.C.3.1.-.-,3,1,-
10556,5wdc,E.C.3.1.-.-,3,1,-
10558,5wdw,E.C.3.1.-.-,3,1,-
10559,5web,E.C.3.1.-.-,3,1,-
10560,5wf3,E.C.3.1.-.-,3,1,-
10563,5wfm,E.C.3.1.-.-,3,1,-
10564,5wfw,E.C.3.1.-.-,3,1,-
10567,5wg9,E.C.3.1.-.-,3,1,-
10602,6bmr,E.C.3.1.3.48,3,1,3
10603,6bmv,E.C.3.1.3.48,3,1,3
10604,6bmx,E.C.3.1.3.48,3,1,3
10608,6bq0,E.C.3.1.1.23,3,1,1
10626,6c7d,E.C.3.1.4.17,3,1,4
10627,6c7e,E.C.3.1.4.17,3,1,4
10628,6c7f,E.C.3.1.4.17,3,1,4
10629,6c7g,E.C.3.1.4.17,3,1,4
10630,6c7i,E.C.3.1.4.17,3,1,4
10631,6c7j,E.C.3.1.4.17,3,1,4
10683,6cqt,E.C.3.1.1.7,3,1,1
10684,6cqz,E.C.3.1.1.7,3,1,1
10688,6cyb,E.C.3.1.4.17,3,1,4
10689,6cyc,E.C.3.1.4.17,3,1,4
10690,6cyd,E.C.3.1.4.17,3,1,4
10772,6ey7,E.C.3.1.-.-,3,1,-
10779,6g22,E.C.3.1.3.-,3,1,3
10780,6g2l,E.C.3.1.3.-,3,1,3
10781,6g2m,E.C.3.1.3.-,3,1,3
10782,6g2n,E.C.3.1.3.-,3,1,3
10803,6rnt,E.C.3.1.27.3,3,1,27
10804,6rsa,E.C.3.1.27.5,3,1,27
10843,6r8r,E.C.3.1.1.98,3,1,1
10844,6r8q,E.C.3.1.1.98,3,1,1
10845,6r8p,E.C.3.1.1.98,3,1,1
10905,6qae,E.C.3.1.1.8,3,1,1
10906,6qad,E.C.3.1.1.8,3,1,1
10907,6qac,E.C.3.1.1.8,3,1,1
10908,6qab,E.C.3.1.1.8,3,1,1
10909,6qaa,E.C.3.1.1.8,3,1,1
10983,6of5,E.C.3.1.3.2,3,1,3
10994,6ob0,E.C.3.1.1.34,3,1,1
11004,6o50,E.C.3.1.1.7,3,1,1
11005,6o4x,E.C.3.1.1.7,3,1,1
11006,6o4w,E.C.3.1.1.7,3,1,1
11053,6njj,E.C.3.1.4.53,3,1,4
11054,6nji,E.C.3.1.4.53,3,1,4
11055,6njh,E.C.3.1.4.53,3,1,4
11063,6n19,E.C.3.1.4,3,1,4
11064,6n17,E.C.3.1.4,3,1,4
11070,6mdc,E.C.3.1.3.48,3,1,3
11088,6i0c,E.C.3.1.18,3,1,18
11089,6i0b,E.C.3.1.1.8,3,1,1
11120,6ftw,E.C.3.1.4.53,3,1,4
11127,6ewk,E.C.3.1.1.7,3,1,1
11128,6euc,E.C.3.1.1.7,3,1,1
11169,6djj,E.C.3.1.4,3,1,4
11170,6djd,E.C.3.1.4,3,1,4
11171,6dim,E.C.3.1.4,3,1,4
11172,6dih,E.C.3.1.4,3,1,4
11173,6die,E.C.3.1.4,3,1,4
11174,6dhu,E.C.3.1.4,3,1,4
11247,6a3n,E.C.3.1.4.35,3,1,4
11252,5zma,E.C.3.1.3.48,3,1,3
11262,5zcu,E.C.3.1.3.16,3,1,3
11292,5wh6,E.C.3.1.4.53,3,1,4
11293,5wh5,E.C.3.1.4.53,3,1,4
11294,5wg8,E.C.3.1.3.16,3,1,3
11295,5wa6,E.C.3.1,3,1,-
11303,5typ,E.C.3.1.1,3,1,1
11304,5tyo,E.C.3.1.1,3,1,1
11305,5tyn,E.C.3.1.1,3,1,1
11306,5tyl,E.C.3.1.1,3,1,1
11307,5tyk,E.C.3.1.1,3,1,1
11308,5tyj,E.C.3.1.1,3,1,1
11334,5nuu,E.C.3.1.1.7,3,1,1
11362,6mdd,E.C.3.1.3.48,3,1,3
11365,6dji,E.C.3.1.4,3,1,4
