PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA
5ivc,0,1,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,26,6,3.810459728046,2.2137184861692,95.01
4ko8,1,4,2,5,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,4,1,4,1,0,31,8,1.567130185368,-4.5888978587347,298.07
3f3c,1,1,1,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,13,3,2.089631968475,1.6857801494764,67.77
2uy3,1,0,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,14,0,1.189853979908,0.3163684405092,70.55
4jxs,0,2,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,22,6,2.534512875774,0.5286597824136,163.05
4asj,1,0,2,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,27,5,4.520163052838,1.6953028806753,120.76
2br1,0,0,4,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,4,0,0,0,0,29,7,5.122694821006,3.5035346174354,89.64
2boj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,11,1,0,-2.3932468690517,79.15
5er1,2,0,1,15,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,1,2,1,0,0,37,17,6.471719441753,3.5173941921867,148.98
5j6l,0,0,2,15,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2,2,0,0,0,29,6,5.588878168545,4.0706943196964,105.47
3f8f,1,0,2,14,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,3,0,0,0,38,4,4.47927110883,0.8450972397076,187.46
1qy2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,11,2,1.663972389955,0.8382408556344,35.01
3f34,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,2,3.001593246386,2.9252139202657,20.23
1n51,1,0,1,11,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,1,4,0,0,0,33,8,3.769973451674,0.0726321196268003,160.68
6mln,2,1,0,3,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,2,0,0,2,0,0,12,6,0.833195194263,-0.296212303601,131.41
2wm0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,0,12,2,0,1,0,42,9,0.898439181458,-6.6929173608708,283.62
5nap,1,0,2,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,28,6,4.350373149304,3.8659976506146,39.97
2vvc,1,0,2,8,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,3,0,0,0,34,7,2.721855377011,0.89040088235174,120.42
1dy4,1,0,2,12,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,19,6,3.788078563008,2.0918599951383,46.07
5n3v,1,1,1,11,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,1,3,0,0,0,26,11,4.068828305246,1.149177176262,157.04
5ma7,1,2,1,11,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,1,3,2,0,0,30,13,4.068828305246,0.734092753298601,197.17
3gi6,0,0,3,25,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,46,14,8.172146787007,4.4243226773559,133.86
5ljt,0,0,3,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,23,5,3.433175003908,1.6184190902877,108.48
6u6w,0,0,2,12,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,21,4,4.521319734727,3.2213757061322,84.01
5b2d,0,1,0,2,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,16,1,2,0,0,43,11,0.551729905721,-9.6276217644926,337.91
5ufs,0,0,0,10,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,31,2,3.9798375168398,0.620592132991199,93.06
4e6q,2,0,2,8,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,25,3,2.587810550576,1.937964619705,48.23
4i54,1,0,2,14,0,1,1,0,0,2,0,2,3,0,0,0,0,0,0,0,2,0,2,0,0,0,28,6,4.452919426086,2.6016568139971,121.84
3udd,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,1,0,29,7,3.837953025432,3.7559576085435,113.39
3bvb,0,0,2,17,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,3,0,0,0,38,12,5.795077802147,2.4304850720863,148.8
3uyr,1,3,0,13,0,0,0,0,0,0,0,7,0,3,0,0,0,1,0,0,0,0,8,6,1,0,69,27,4.765939546571,-2.6664747916592,414.9
1lke,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,28,1,4.386083910076,1.5996775264672,86.99
4p5d,1,1,4,12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,3,0,3,0,0,32,5,3.831500653185,0.434150199494201,176.77
3su0,0,0,2,24,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,7,0,0,0,51,8,8.4721486244578,2.9880814713664,190.59
4qfl,1,1,1,7,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,0,0,17,5,2.410605688158,1.337132313377,96.87
3nhi,0,1,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,23,16,7.7110375744722,6.6403684389052,60.36
3p3s,1,0,1,8,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,18,1,3.315641777317,2.8722512525914,78.16
6exs,1,1,0,7,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,2,1,0,19,10,2.833745519901,0.6772883871868,142.4
5kz0,0,0,3,14,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,29,5,4.402592614366,2.9354678702247,86.27
3a1d,1,2,2,4,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,3,0,5,0,0,27,6,1.31802870255,-3.7283097760557,261.96
1fcx,0,1,3,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,29,3,8.992698685714,6.9043803761956,60.36
3zps,1,0,2,25,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,4,0,0,0,48,19,9.49250351819,3.8405135177543,150.3
6qmj,0,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,36,9,5.9738649292,3.8376693137624,125.83
4umc,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0.751580502158,-0.7731934863024,122.36
2qi1,0,0,4,19,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,3,0,0,0,40,12,6.204893178901,3.147594235405,173.02
4u1b,1,1,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,13,6,3.190903525288,2.1530649822384,100.64
5vh0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5.069025751548,5.069025751548,0
6n78,0,0,3,12,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,29,5,4.086749971041,2.588600224716,86.86
5op4,0,0,2,13,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,31,7,4.21492737206,1.9646672442287,88.61
2reg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,2,0.370574728567,-0.5713827070057,20.23
2xxx,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,4,0.339841940879,-0.4165076485154,107.9
2nn1,0,1,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,15,4,1.902333059228,0.0519508315768001,108.67
1lyx,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0.249101482818,-1.4386188442228,122.36
2gvv,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,3.216938492668,1.313423091333,71.36
3std,0,0,4,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,28,7,6.073150339599,4.4010907483815,61.6
4wt2,0,1,3,27,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,0,0,50,12,9.787727641502,6.0620069387795,141.29
3n7o,0,1,3,17,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,28,5,5.319187585036,3.30027706331744,107.28
3h30,1,0,2,6,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,20,2,2.517219230984,0.214337899645001,88.99
4fxq,1,0,2,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,26,3,3.826470153457,2.6263824681473,57.87
4pg9,1,1,2,20,0,0,0,0,0,0,0,8,0,3,1,0,0,0,0,0,0,1,9,2,0,0,68,23,7.619681267869,0.846250365964301,346.31
3th9,0,0,2,19,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,34,8,6.404493900386,3.7549573874026,104.32
4us3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,15,3,0.439628753048,-0.726418318847,80.13
1m48,1,0,2,18,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,2,0,1,1,0,0,33,10,5.548586615795,4.0505066592285,110.25
3tfn,1,1,2,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,31,7,6.002198824244,4.2444200958548,64.88
5hrv,0,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,16,1,3.377019533321,3.0684040586973,54.98
5zg3,0,0,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,25,3,3.433175003908,2.55871905096544,67.02
4dff,1,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,22,3,1.762562598728,1.06322906451,78.66
5caq,1,0,3,10,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,29,5,3.717289804965,2.6671196873286,82.24
1azm,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,13,2,0.621800833299,-1.4838189037909,151.66
6ftz,1,0,3,11,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,2,0,0,0,23,4,3.491473014978,1.5906099760853,115.62
4dhl,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,15,2,2.320865454843,2.0227822075644,81.26
5wa8,1,1,2,5,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,3,0,4,1,1,0,0,29,8,1.82050772189,-2.6740629153186,218.06
2fxs,0,0,2,9,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5,1,1,0,0,28,7,3.02117221422,1.5470472049096,145.55
6faf,0,0,2,12,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,3,0,0,0,23,3,3.637431261804,1.0813315197877,129.9
1z71,0,0,1,15,0,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0,3,2,1,0,0,0,33,8,5.715848906223,0.870438810612241,88.07
1d7j,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6,2,0.211887964842,-0.8931654214536,37.3
1fzj,2,1,2,19,0,0,0,0,0,2,0,9,3,3,2,0,0,0,0,0,2,2,8,2,0,0,68,30,7.114363926427,-0.0292744952287991,418.66
3b2q,1,3,2,5,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,3,0,7,0,0,31,8,1.567130185368,-4.5888978587347,321.13
2bz6,0,1,2,14,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,3,0,2,0,0,30,9,4.381322423944,2.4255568633547,129.72
3egt,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,24,11,3.716996682693,0.886107816474679,158.47
5u4b,0,1,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,18,3,4.167040523414,3.7265830794657,60.36
1yet,0,0,0,10,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4,4,0,0,0,40,5,3.506192124253,0.4602230228375,163.48
4kp8,0,0,2,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,20,5,2.484095059228,0.0411624082141,136.69
2izl,1,1,0,6,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,16,5,1.775654362953,1.1039781731298,115.08
5hcv,0,0,3,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,28,1,5.779118277171,4.6658822112631,47.56
2oym,1,0,1,6,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,1,0,0,0,22,5,2.139538358447,-1.7087563020079,109.64
6g14,2,4,1,7,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,2,1,10,0,0,36,10,1.810724717624,-4.3663140191883,398.05
2v25,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,-0.7563495893944,107.9
1b8y,0,1,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,26,6,4.176950506326,2.2196235993329,97.92
4jss,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0.879257506096,-1.3481533794768,55.56
5ih9,2,0,3,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,32,6,3.150105136872,1.7046257705878,64.23
5htz,1,0,2,11,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,26,3,3.934335473644,2.0506488884467,124.51
2hhn,0,0,2,16,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,39,12,4.967834822924,1.4913556935298,134.45
5kcb,0,0,3,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,5.264105277,3.6461392736409,55.28
2xc0,0,0,2,12,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,38,7,3.375893751518,0.55961079121234,133.5
5xpi,1,0,2,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,26,8,3.884190228662,2.0226028292142,99.38
1h0a,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,24,6,0.747304448454,-5.18441446704,307.38
4j21,0,0,2,12,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,4.211654886881,3.2016984372692,55.12
2ya6,0,1,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5,1,2,0,0,20,5,0.900618200708,-3.0999711320572,159.38
5n9r,1,0,2,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,30,5,4.402415968288,1.79902700148574,103.06
4kni,0,0,2,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,23,5,3.528507178268,1.1994880544055,136.69
1bdq,1,0,2,21,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,39,14,7.510731923586,3.7634032750606,115.6
3pck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,11,1,0,-1.23315991859256,80.67
4lm3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,13,1,1.98024417316,1.3754245472086,35.53
6plf,0,1,1,11,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,2,2,0,0,33,8,3.620105889363,0.702941928559,149.38
1e2l,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,0,18,2,1.045083159105,-1.58689923216436,89.87
1b3l,3,1,0,6,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,2,2,0,0,23,13,2.039051645274,-0.0832446307425998,181.25
1ork,2,0,1,8,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,4,4,0,0,0,37,5,2.5632280658428,-1.6740581028012,196.13
2rka,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0.249101482818,-1.4386188442228,122.36
5aoj,0,1,2,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,17,2,4.057282447398,3.5187180607524,65.29
5f0f,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,5,3.616264765479,2.5434510325291,47.34
3zdh,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,14,5,1.871910040061,1.4151917028167,31.49
2qnp,1,0,4,28,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,41,10,10.882459259246,7.348523578363,108.13
4jpy,1,1,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,12,3,1.908126668818,1.5042748498194,67.77
2v3u,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,7,2,0,-1.1088534896884,88
3nox,2,0,2,11,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,28,3,4.084392984307,2.5856005191289,89.14
1m5w,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,13,5,0.46098944766,-2.556976729801,139.76
4q93,0,0,2,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,17,2,3.534860706868,3.2383271047183,60.69
6ayt,3,0,1,2,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,2,1,1,0,0,1,0,25,5,0.602617227811,-3.0053168029459,142.07
1z6s,1,1,2,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,3,0,3,0,0,23,4,1.068927219732,-2.8677216933767,202.79
4mr3,0,0,2,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,24,3,3.450698161504,2.1447938634384,80.15
2qmg,1,0,3,24,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,3,2,0,0,0,44,11,7.44976998418,4.2506536686928,104.71
6gl9,1,0,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,28,4,4.13610229973,3.5842751987227,67.58
3g5k,0,0,0,9,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,3,0,0,0,27,11,4.373066426386,0.854067842426601,118.97
4isu,1,2,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,4,0,0,20,3,0.879257506096,-1.8943132063852,135.2
1o2r,0,0,1,12,0,1,0,0,0,1,0,0,2,0,1,0,0,3,0,0,1,2,0,0,0,0,28,4,4.214673601424,2.7521477051084,104.05
3s8n,0,1,1,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,3,0,0,36,12,3.409497166926,-2.4101819985123,255.71
1lyb,0,1,0,13,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,2,5,2,0,0,48,22,7.446819679136,2.8421734759308,226.09
1yvm,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,14,1,0.439628753048,-0.2130762472735,65.85
4azc,1,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,1,0,14,1,0.765254306272,-2.4937394282434,111.83
3t1a,1,0,3,13,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,31,5,5.096738898888,3.5969287303132,104.66
3pce,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,11,2,1.58913995575,1.0031113101523,60.36
3ffg,1,0,4,23,0,3,0,0,0,0,0,0,2,1,1,0,0,1,0,2,0,1,2,0,0,0,45,7,7.771589840841,4.7867646560242,116.29
5c3p,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,10,4,0,-1.0159965390766,97.33
1jeu,3,2,0,7,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,2,4,0,0,28,16,2.378893586153,0.0782784822858001,221.38
6qln,0,0,3,15,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,1,0,30,5,4.67327271025,2.2104804437361,125.93
4ase,0,0,4,16,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,1,0,0,0,32,6,5.008339591636,3.6072968568758,107.74
3vh9,0,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,0,1.908126668818,1.5254322888822,33.12
3ozg,2,1,1,2,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,1,0,3,2,0,0,0,21,7,0.653035044357,-3.19410243927596,168.7
2vo5,1,0,1,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,20,3,2.247968609697,-0.931747511334,85.36
3tf6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,11,1,1.270153242682,0.7308512646838,80.59
3zze,1,0,2,13,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,2,0,0,0,25,4,4.507489475448,1.3563005752598,95.04
5el9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,0,0,0,13,4,0,-2.1237777863478,123.94
6e7u,1,0,2,18,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,2,0,0,0,31,13,6.6457174079,4.3649607981658,88.45
3i7e,0,0,2,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,39,13,6.044179284965,3.1485611272144,132.01
5yz2,1,1,2,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,3,0,3,0,3,0,0,23,4,1.068927219732,-2.8677216933767,202.79
1ppm,0,1,2,21,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,4,1,0,0,42,17,7.48011597838,3.7981682041901,182
6hlx,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,2,0,0,20,7,0.339841940879,-4.1833533230946,161.59
6fsy,0,0,3,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,22,3,3.271481908936,1.7268678467904,79.38
4q1x,0,0,2,17,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,3,0,0,0,38,12,5.795077802147,2.4304850720863,148.8
4x3k,4,1,0,13,0,0,0,0,0,2,0,6,3,6,1,0,0,0,0,0,2,1,6,2,0,0,54,28,4.750258626124,-1.4413468434611,353.88
3bpc,0,2,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,4,0,0,32,10,2.119717647683,-3.52799771093276,218.33
4jfm,0,0,2,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,35,10,4.819013526205,2.4167857078102,154.15
1ajp,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,12,2,1.270153242682,0.5852800630344,80.59
3rlp,0,0,2,11,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,18,2,4.020301363647,2.9291697743352,61.03
3i5z,0,0,4,16,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,1,1,0,0,0,31,7,5.070233987481,3.0280272101949,102.93
5ja0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,11,5.0890410638364,2.593997138971,141.4
5jhb,0,0,2,11,0,3,1,0,0,0,0,0,2,0,1,0,0,0,0,4,0,2,0,0,0,0,31,6,3.863861077252,0.5292979354437,113.52
3eb1,0,1,3,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,29,9,5.955791696083,4.1484267451371,80.67
4xir,0,0,2,14,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,29,3,5.785219318751,4.0144811282124,74.32
4yes,2,0,1,11,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,26,5,3.854169848232,1.6209681498642,91.02
6rih,0,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,18,3,2.906797263644,2.1674717238835,46.92
2fw6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,13,5,0,-2.1729967834968,140.62
3p3t,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,18,5,4.023616149162,3.3497849970243,33.95
3s0b,0,0,3,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,4.454226763772,4.304502362102,12.03
5vcz,2,0,3,15,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,1,0,3,0,0,0,0,36,10,5.196640358743,3.6821352463573,85.28
3ttp,0,0,2,17,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,3,0,0,0,38,12,5.795077802147,2.4304850720863,148.8
2qbr,0,2,3,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,28,8,4.851850074985,3.5569490107248,129.76
4mnp,0,1,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6,1,2,0,0,21,5,0.551729905721,-4.661953930255,179.61
4llj,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0.439628753048,-1.3139097835398,66.01
5i7x,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,22,2,2.341961812276,0.61522027344614,52.98
