PDB code, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
1h22,0.0558532656352694,0.0558532561051981,11.3211918716353,11.3064049715571,3.1835672939536E-18,3.1835672939536E-18,1.910945624502,1.90878133668259,1.19328187312154E-05,1.19328093858761E-05,0,0,4.40583190821129,1.89331435029967,0,0,21.3334174346259,1.88057005084849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95056032186732E-14,1.4833054308869E-14,1.97507776465341,1.97500614315382,2.50121100713321E-21,2.50121100713321E-21,0,0,0,0,0,0,6.54173243057006E-12,6.17815065291056E-12,2.94577609216219E-06,2.93925508171272E-06,1.47410055483625E-20,1.47410055483625E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13110399908798,1.12902752048736,5.83138250054189E-09,5.83138221840123E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.65006506232657,-0.21500798248034,-248.640366479248,113.934823532928
3u8n,1.40003013474717,1.4000301308487,16.4460689252236,12.1436124266613,1.94229361745323,1.94228151233617,0.00224070228249048,0.00224063375248375,0.014543542337918,0.014543542337916,0,0,3.1390893859163,0.850120189316874,0,0,9.82335855693048,1.49175433596106,0.834150612374889,0.833495658941168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62727677119043E-12,2.62702367103885E-12,2.30794076756266,0.971745651984045,5.60620807016883E-14,5.55986251881312E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70238353797145E-06,1.69648451489521E-06,9.71743112522971E-16,9.49831666099128E-16,0,0,0,0,0,0,0,0,7.55079836336888E-14,7.36347627232135E-14,1.92445511581054E-09,1.92445509945581E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9754986644782,0.999999495648841,-0.219592597387738,-0.113274348647998,-188.297503054151,106.93000307235
3nx7,2.01293886707035,2.00033567112713,10.6072519349937,8.78088534080197,1.02010287437901E-14,1.02010287437901E-14,1.41580643460849,0.834804917725456,6.0276998284457E-16,6.00865456150398E-16,0,0,0,0,0,0,5.78089098730567,1.55266055607267,0.0008080245205978,0.000808023210838305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01056239344158E-06,1.85993101674423E-06,1.96391193211162,0.998863859660536,7.22654489856174E-19,7.22654489856174E-19,0,0,0,0,0,0,0.00195973754995043,0.00119190613365849,1.7493894304981,0.915655490942143,7.14635462716101E-17,7.14635462716101E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89173559172843E-09,1.87310489446526E-09,7.29305900138474E-17,7.28066167958587E-17,0,0,1.37114660844828,0.790145113529853,1.64685600214479E-18,1.16254440384861E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01989164205906,-0.723375642509339,-128.894416996576,61.8400318909192
4agp,8.48091702153612E-13,7.78074639242832E-13,12.6129523995185,9.83104439191745,0.115131154018957,0.115131154018957,4.58795224031834E-05,4.58790856888752E-05,1.44592743081219E-09,1.4459167870616E-09,9.20102078206301E-12,9.20102074063459E-12,0.0550324433676092,0.0330267416262118,0,0,15.2330329280834,3.05293113448549,4.47340391614604E-15,3.76120200178515E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80330970267463E-16,1.36555825223349E-16,0.12348070398087,0.123480568175572,4.76379826661519E-18,4.76366924526691E-18,2.51461856133235E-17,1.28181717577958E-17,0.00425497770696667,0.00425491772784026,1.52365255816113E-15,1.52342187357914E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21327454694454E-09,1.21276706060614E-09,5.40808710547855E-16,5.1951268798701E-16,1.82318823451873E-17,1.82313836182636E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46701389261023,0.999999999999781,-0.733300446725666,-0.110263617833548,-178.361839840164,90.9947955852744
3gnw,3.24389832830053,2.86755810850072,12.5432493908321,11.6056521437787,0.041022093825096,0.0410220938250808,1.00298640139851,1.00280370169308,2.94712845761327,2.94712837306317,0.0465450088788115,0.0465450088788115,0,0,4.89424500848815E-14,4.89424500848815E-14,18.8927543284346,3.28865708170355,1.96175609888178,1.95932188966997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97819561261842E-09,5.97733726765483E-09,1.20744422805781E-09,9.74887102345614E-10,2.25045062657101E-17,2.24944047151494E-17,0,0,0,0,0,0,0.999307152691237,0.99930714276566,0.906822402069329,0.600335413414125,5.61212353437944E-17,5.61212353437944E-17,0,0,0,0,0,0,1.41119778494041E-13,1.37707053497155E-13,1.43159180184403E-16,6.77425451370676E-17,1.13531416489625E-09,1.13531416489625E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87506728515651E-13,1.82849519490894E-13,0.632598438421882,0.632598438421882,2.73194188245597E-19,2.73194188245597E-19,0,0,0,0,0,0,0.00454860623665684,0.00454855909189104,0.0148919971551042,0.0148919947017654,3.65788374320846E-07,3.65788374320846E-07,0.998112948221568,0.997957136131547,8.12652958503872E-09,8.12652955147853E-09,2.7819892652936E-18,2.77525403766243E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277045947115248,-0.0656296782830782,-232.029977721917,112.956676733777
3uex,9.42072707852348E-15,9.42049194631195E-15,1.75360231905392,1.75360230948521,1.21838875780321,1.21838875780321,0.909499724192269,0.909499724168607,1.38840407316239E-17,1.38758579851788E-17,0,0,0,0,0,0,69.7918023734169,6.95133403930645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909481576684496,0.909481576660855,7.75058384465487E-24,7.75058384465487E-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532790532256944,-0.0147983674292058,-196.862365326955,91.5574940071065
4gr0,6.15555336987635,5.14242134065892,23.9493136137157,18.5216428881703,8.00372189279101E-15,8.00372189279101E-15,1.51470936315003,1.5146719401574,6.74243663729615E-14,6.74208934852992E-14,0,0,0,0,6.57704245459457E-05,6.5770424468457E-05,19.8552689499014,5.04291061437452,0.031204017402299,0.0312039422272451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56790903463137E-12,2.55440112643925E-12,1.99985715479954,1.99985449200114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6327939049235E-13,3.4328658960012E-13,1.33651013758669E-14,1.33649417235985E-14,0,0,0,0,0,0,0,0,1.90397307927336E-13,8.63395679102707E-14,9.50831045342157E-15,9.50821774867079E-15,0,0,1.46792759497199,1.46789029711721,4.38385405793427E-14,4.38380955837199E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655014769648626,0.637111264562416,-0.779601759335396,-0.563879323951923,-291.605006932988,143.264971846774
4djv,1.00201510974997,1.00201510974972,18.6998135969563,12.5293353405021,5.89623658702345E-17,5.89623658702345E-17,0.0321725045752028,0.0321725042970384,0.000962941978345212,0.000962941978312572,0,0,0,0,0,0,21.6110486893927,4.10079021684008,3.61943536387684,1.61966795895224,0,0,0,0,0,0,0,0,0,0,0,0,1.24435590266949E-17,1.22690540960629E-17,1.46747933338681,0.838912153589768,6.78597875548803E-19,6.78597875548803E-19,0,0,0,0,0,0,0,0,0,0,0,0,1.28732674906069E-16,1.2823958765994E-16,1.51944745675063,0.782464064890462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20354129086648E-09,1.96226896929297E-09,9.24696561136633E-15,8.53713035258672E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66724125861493E-14,4.62220555039649E-14,9.2848612581728E-12,9.28485985457649E-12,0,0,7.88838869644682E-11,7.51606542917905E-11,1.25318352243482E-16,1.25282727146985E-16,0,0,1.8701279589325E-16,1.7350573532392E-16,4.09152273274545E-18,1.46267015696552E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.446869995971294,-0.337819424334419,-176.838450723946,91.1348312377433
4ih7,0.192495044039003,0.192494192484767,6.35303231571392,6.13461458946706,4.2526459861742E-05,4.25264598174288E-05,1.00397879809932,1.00397879467662,1.9310112565586,1.93100504187442,3.34224065551171E-08,3.34224065551121E-08,0,0,0,0,18.3068749670872,2.7284188809348,1.0000051019887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998202863074161,0.998202859657119,3.85508456447325E-17,3.8354823523888E-17,3.01461065812961E-20,2.88829857631308E-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660290980910794,0.00557943610532901,-136.417274737072,68.6356952240307
3kgp,7.56324478074881E-09,7.56313358691279E-09,6.13374345396068,4.66196430443918,0.00038497833985633,0.0003849783316869,0.0012984899306553,0.00129848922277618,1.78159289633266E-05,1.78159286174342E-05,0,0,0.216020779531838,0.216004229830245,2.18671930158558E-13,2.14495076873326E-13,4.78320515922367,1.6143391853788,1.10728660440334E-08,9.62862748534092E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51678766171801E-19,1.37553051061963E-19,1.98831163314269,0.997743502484076,2.2628887539559E-09,2.26288870429574E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129796278493451,0.00129796253280663,1.35628933420766E-08,1.3562893325168E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595095868095405,-0.139482209998676,-79.933952585963,39.2844032050766
2y5h,0.00182291862347216,0.00182291862035065,10.0100092969221,8.34585874899925,1.00824809439466,1.00824809423868,0.759050346177495,0.759050279900145,3.22444322734223E-08,3.22443598881133E-08,0,0,3.53182647947244,0.977998506834691,2.99414713331001E-13,2.99414713331001E-13,6.59190435642103,1.09291590666731,6.53630970830994E-07,5.46076955516012E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92912042982818E-14,9.90669924533597E-14,1.21353988339775E-07,1.21325006418595E-07,3.14906055526427E-15,3.13051781573148E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23769042358035E-07,1.23754522269334E-07,3.24608227267458E-10,3.24608227261898E-10,0,0,0,0,0,0,0,0,5.09663140819424E-07,5.00914674102229E-07,1.78805047173536E-16,1.78804990902374E-16,0,0,0.758883274937019,0.758883274937016,2.87152515917368E-08,2.8715251570883E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05789311338356,0.999642771511205,0.0623052630086536,-0.0599264655989455,-197.219942350768,99.2134642194186
3g0w,1.68044393648765,1.68044321368779,13.826764518271,11.4673445723388,1.89384689692915,1.89290646475194,0.0188143292166212,0.0166113564151629,0.00666488641626975,0.00666488641626975,1.4038513378738E-21,1.4038513378738E-21,0,0,0,0,28.2051399143326,2.96569976024571,0.00252433361649041,0.00252156265282259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16406402791102,0.997912475007346,8.90634380149779E-13,8.90502485576321E-13,0,0,0,0,0,0,1.2954789578307E-11,1.17224219837517E-11,0.000217100063412365,0.000217100063412365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188106701470532,0.0166077007093837,6.91288064340659E-22,6.91288064340659E-22,0,0,0,0,0,0,0,0,1.18683696810658E-15,1.17818256768932E-15,0.00568519020461919,0.00568519020461919,1.48345482666125E-23,1.48345482666125E-23,1.61189391483557E-08,1.61189353288022E-08,2.31956685351521E-11,2.31956685338949E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976608250514447,0.971025302226047,-0.277554209455522,-0.071669066814981,-199.737376146339,98.1646220976638
4lzs,8.7229260740569E-18,8.7229260740569E-18,2.98644535631951,2.98644340062491,5.7680084699187E-05,5.76800846948666E-05,1.84295691249957,1.84295689261146,7.85327851896408E-09,7.85327851881664E-09,8.04845325662019E-15,8.04845325662019E-15,0,0,0,0,9.43957546587087,1.24755066501227,0.8543684608166,0.854329829247488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88159299754944E-20,2.88159299754944E-20,0.850132910544601,0.850132910532111,1.68283688908847E-14,1.63293218464444E-14,4.96358345908695E-19,4.96358345908695E-19,0.549860193920934,0.549860173392154,3.74027869225497E-17,3.70344053673978E-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43937325642507E-12,1.43052416072471E-12,1.12962422218914E-17,1.12951610673569E-17,1.19278677372644E-18,1.19278677372644E-18,0,0,0,0,0,0,0,0,0,0,0,0,0.871143537119278,0.87114351734381,7.8431003870661E-09,7.84310038706541E-09,5.62737448421329E-15,5.62737448421329E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525921957209896,-0.0405021845736408,-109.29185152664,50.3180901194539
3udh,1.68497633285365E-13,1.50073810612369E-13,12.193453229167,8.39255650817389,0,0,2.94804292188182E-09,2.93873077826925E-09,1.22684770388963E-11,1.20972020353323E-11,0,0,0.0015469978470423,0.00154699773963269,0,0,9.60158214672546,1.27015431961256,0.0531965130178755,0.0515301309671792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34366154084347E-16,2.17579184828107E-16,0.999999808106924,0.999999807795255,0,0,0,0,0,0,0,0,1.1620148951079E-17,1.03230626842892E-17,1.61841048729649,0.745738075762013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7453308047542E-09,2.73990961613184E-09,1.83287783690566E-15,1.64576964865375E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63012490107849,-0.302616474695644,-100.620012640788,50.4964507915264
3uew,1.79663454068703E-14,1.79660984771878E-14,1.63745072693174,1.63745072550731,1.2735625393089,1.2735625393089,0.0674022077248714,0.0673912014725317,4.15560728775916E-18,4.15094730727416E-18,0,0,0,0,0,0,59.8976058789629,6.16546820551907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576059664242212,0.0575949601851506,1.27327979313175E-22,1.27327979313175E-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169089248534127,-0.00376234620557492,-169.439993689682,77.7975857091272
3dxg,2.79550841495243,2.79550298471943,7.50896055192243,7.38482515585831,2.52538596217528E-16,2.27437517387492E-16,0.122500026820306,0.122500023117223,0.00536427041793471,0.00536427041793379,0,0,0,0,0,0,0.458431811689742,0.0805009267472158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10147571346525E-11,8.09735801912569E-11,0.892779414394166,0.892779199714108,2.14066618203832E-18,1.18941469999782E-18,0,0,0,0,0,0,0,0,0,0,0,0,1.99295088576257,1.99294972424983,0.00213127144943343,0.00140464464262503,2.65751931825426E-18,2.65751931825426E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209179798838894,0.0209179789961182,1.1525728694614E-19,1.1525728694614E-19,0,0,0.101548591194115,0.101548588425087,0.00243335946879641,0.00243335946879548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318767597326148,-0.0542148923779272,-67.9026991202845,28.0695560326885
4ea2,0.00209774348974185,0.00209468369855815,7.44873198996814,7.41754582383459,1.2596703625178E-08,1.25967036249947E-08,2.94046480904575E-10,2.87395034229176E-10,5.94203463512575E-06,5.94203459599028E-06,1.98365369660481E-12,1.98365369654719E-12,0.182853488304863,0.11794575802886,0,0,23.7833077479158,3.42385674564737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87630204351019E-12,5.37562810412107E-12,1.4965997981195,1.49647947624365,3.34436052452716E-19,2.86074132198591E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248350528976054,0.0295020665820615,-222.656393257798,107.402954014584
4j28,8.98852270222339,5.05584537926038,6.08628524087565,5.78418074733529,5.59872611711642E-15,5.59872611711642E-15,3.46956987468232,2.83601763761114,1.19055864831147E-13,1.19054126365822E-13,1.63218020565269E-15,1.63218020565269E-15,1.59525030666169,0.961767152194626,0,0,6.15022813756789,0.617955086862806,0.83824132364397,0.836547844419112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99978085946933,1.00002580683667,4.79725736582792E-05,4.79364721465249E-05,3.97607991988012E-17,3.97607991988012E-17,0,0,0,0,0,0,0,0,0,0,0,0,5.43429528597898E-08,3.22415361845562E-08,0.996887976764853,0.946126199864161,1.94863021301901E-19,1.94863021301901E-19,3.9850691454957,1.99867090539569,2.06074040844714,1.86441180166855,1.1117762011412E-19,1.1117762011412E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10418379725236,0.994357424132306,3.65498574804746E-18,2.91159040849683E-18,0,0,0,0,0,0,0,0,1.50859229037486,1.04080254155148,1.18650895131334E-13,1.18650305458118E-13,2.61392732820538E-19,2.61392732820538E-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220110778703172,0.0802995210324583,-108.19414456668,58.1490810188207
4eor,3.57258931615869E-15,3.28692441323405E-15,11.2502768095474,10.6656282078358,0,0,1.94530906872668,1.94530906863005,7.16715753679684E-20,6.9450195384844E-20,0,0,0.71714963036414,0.683023208826075,1.04041331900893E-08,1.04040912155518E-08,18.2673316617696,3.37120515460094,0.082297066641884,0.0822961150661782,0,0,0,0,0,0,2.83231908423015E-19,2.83231908423015E-19,0.965573759631107,0.965573622710183,0,0,0,0,0,0,0,0,1.69823569438268E-18,1.69823569438268E-18,0.999996466207494,0.999996466115193,0,0,0,0,0,0,0,0,7.0312589461042E-16,7.01299298875811E-16,0.990466519090083,0.9904665190757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95759396203595,0.957593962035729,0,0,0,0,0,0,0,0,0,0,1.32609900005246E-10,1.32596376284422E-10,0,0,0,0,0.982155987297247,0.982155987203494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527490360033125,-0.0443237734424839,-192.498609360904,91.5873548951445
