PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA
3ejs,1,0,1,12,4,3,0,0,24,4,5.049229232204,2.3217092682198,65.13
2v87,5,0,0,13,23,12,0,0,69,34,5.424500489881,-6.02810967035811,436.91
4gk2,1,0,3,14,3,6,0,0,31,3,4.500264126284,3.2357083612753,102.87
1eef,0,0,2,12,5,8,0,0,32,6,3.740574497796,-0.611652963578099,148.79
2xup,0,0,7,29,5,4,0,0,50,12,9.505918363449,7.2088192646823,110.91
5am4,0,0,1,12,1,2,0,0,21,1,4.995462086178,3.9626313341931,38.33
2zv2,1,1,4,14,1,4,0,0,24,1,4.436845935002,3.5484918642049,76.27
5vqz,0,0,3,18,1,5,0,0,36,8,5.208071431615,3.03767005026694,111.97
4myh,1,2,0,3,6,7,0,0,20,9,1.007847359438,-1.2506916801016,204.9
3uqp,0,0,2,27,7,10,0,0,72,28,10.260456395559,3.7178855169959,276.18
5vkf,0,0,2,10,0,0,0,0,10,0,3.1782799115,3.1782799115,0
5ism,2,0,2,12,4,6,0,0,27,2,3.653071894014,2.3514936001023,72.02
3ggj,2,1,1,3,5,6,0,0,20,6,0.814318786352,-1.2821800131729,168.02
5hv1,2,0,0,13,7,12,0,0,59,6,5.065212000274,-1.33627076339096,219.28
5zyh,0,0,3,19,1,4,0,0,31,7,7.223044939288,4.5684378578449,75.64
6abp,0,0,0,0,4,5,0,0,10,0,0,-2.9780363782614,90.15
3okc,2,2,1,5,7,10,0,0,28,6,1.312521751988,-3.2363957191013,276.88
5xpp,0,0,1,20,4,4,0,0,35,7,8.3480667305978,6.1703036002335,80.92
5lxp,0,0,3,13,4,6,0,0,33,11,4.339587584787,1.373072279947,132
4bio,0,1,2,6,1,4,0,0,14,1,1.902333059228,1.1780257693938,73.25
3at1,0,1,0,0,2,4,0,0,8,2,0,-2.3502473566278,116.09
5hgc,0,0,0,8,3,5,0,0,26,2,3.3353336393588,-0.3518137112252,94.83
1pxj,0,0,2,4,2,3,0,0,14,1,1.152675511209,0.1243989549049,92.93
4obz,1,0,2,14,4,4,0,0,25,8,4.242732975666,3.0286362268854,85.18
4ebv,0,0,3,14,1,4,0,0,24,2,4.7258729937168,3.7715992952013,74.44
3fbr,1,0,0,7,11,9,0,0,42,17,3.454502869088,-2.826280366292,277.51
5h19,1,0,3,14,2,5,0,0,29,6,4.633420247636,3.0903809264724,84.11
2q72,1,0,2,12,1,0,0,0,21,4,3.888696580946,3.6918266915214,7.68
4u2y,1,0,0,0,9,9,0,0,22,5,0,-6.2013952103658,176.68
4b80,1,0,1,10,2,3,0,0,19,8,3.465164735722,1.8233393063384,58.99
3tsd,1,1,1,3,5,9,0,0,24,4,0.81252566378,-3.2536244954433,209.19
2b7f,0,1,0,18,10,16,0,0,75,30,7.626519795072,-0.843134609814999,397.79
4o2f,1,2,0,10,12,14,0,0,60,26,5.112804898024,-1.8258802008458,379.41
4qz4,1,0,2,14,6,7,0,0,42,15,4.751326146066,0.869114216795001,150.66
2o1v,1,2,2,4,5,11,0,0,27,6,1.31802870255,-3.7283097760557,261.96
3n4l,1,0,3,20,4,6,0,0,35,9,6.29700603696,3.4904016917947,83.76
6nd3,1,0,0,1,1,1,0,0,7,2,0.370574728567,-0.5713827070057,20.23
4z2h,1,0,0,17,9,9,0,0,48,11,6.488647064303,1.9349438964305,211.53
4dai,1,1,0,2,4,7,0,0,17,2,0.404405917895,-1.2453384600448,148.64
2jfh,0,2,2,14,1,7,0,0,28,11,4.83125034441,2.8475721929803,144.04
3kqd,1,0,4,24,3,8,0,0,44,7,8.11143178172,5.8560105660392,96.06
3d9v,1,0,2,10,2,3,0,0,22,2,3.263941478177,1.0169676830974,75.26
5dtt,0,1,2,6,0,3,0,0,14,2,1.902333059228,1.5472930483737,81.26
3u9n,1,0,4,10,3,3,0,0,29,4,3.1782799115,1.6747740507753,103.22
5swf,1,4,0,15,9,16,0,0,65,29,6.971925927443,0.477148940743601,425.17
4wk2,2,2,0,5,13,12,0,0,41,18,1.512879076021,-4.226486709563,328.48
5gp7,3,2,0,12,23,19,0,0,70,32,4.355990347644,-5.3426423665258,528.75
4ksq,0,0,4,23,3,8,0,0,39,8,7.009745878814,4.2142624955673,144.38
3pdh,4,1,1,28,32,24,0,0,112,59,10.347726339686,-3.75299153740901,718.79
5t1a,0,0,1,13,1,4,1,0,24,3,4.928106015909,4.2210052628535,57.61
4rsp,0,0,0,15,6,7,0,0,44,20,6.444203057923,1.661965685598,201.26
2i4p,0,1,3,21,0,5,0,0,33,14,8.44756598838,7.3208862790515,78.63
6u26,2,1,4,37,8,12,0,0,76,28,12.757766242947,6.1572422782981,312.72
4gkc,0,0,0,17,0,0,0,0,20,4,7.2077751853848,6.8756886119234,0
4l5j,0,1,0,1,3,7,0,0,14,3,0.249101482818,-3.2473665956694,152.15
4ef4,4,2,2,8,12,14,0,0,46,2,2.123254293196,-5.5305422159006,372.04
4nro,0,2,0,0,0,5,0,0,10,4,0,-1.0159965390766,97.33
2rf2,0,0,0,4,2,4,1,0,21,3,1.911601498927,-0.7739243609158,101.21
2fm2,0,0,1,19,5,7,0,0,52,16,8.17667516459,2.770818810028,186.48
5b0x,0,1,3,13,1,5,0,0,25,5,4.150487366253,3.1012503474078,119.59
4b7q,1,1,0,3,9,9,0,0,23,7,0.705241218226,-3.4536145982542,202.79
5m6f,2,0,2,11,3,3,0,0,31,6,4.047743543384,1.3033939212481,63.48
4wpn,2,0,1,7,4,4,0,0,28,6,3.001196903825,0.4507328222984,107.22
3hd3,0,0,2,22,1,4,1,0,34,11,8.484681796456,6.02815037867,88.69
4wyz,0,1,0,2,3,8,0,0,21,4,0.402612795323,-3.38955732644376,181.33
3hvg,1,0,0,4,4,2,0,0,11,2,1.453371308887,1.0194805439956,66.72
5o4s,0,0,2,12,1,5,0,0,34,4,4.0632396885536,1.7393075697718,107.64
4g2f,0,0,2,12,4,4,0,0,24,1,4.408030475377,2.7794118939238,95.5
3fei,0,1,3,15,0,5,1,0,29,9,5.282222102107,4.6082233746971,99.72
1n2v,1,0,1,3,4,3,0,0,15,3,1.595451762644,0.2835999090977,88.13
5mzg,0,0,2,13,3,2,2,0,19,3,4.96789537927,3.6988567434083,63.83
4qr4,0,0,1,13,2,3,1,0,22,4,4.58474105208,2.7732379734982,108.95
5gjg,1,0,4,18,3,5,0,0,42,8,6.021479388748,3.9364788996834,133.31
5npe,1,0,0,0,6,4,0,0,12,1,0,-3.619758520643,97.53
5i24,1,0,0,1,7,4,0,0,12,1,0.339841940879,-2.545847462104,108.56
3n45,0,1,2,13,0,3,0,0,22,4,3.899879419891,2.8174368809105,69.67
4yef,0,0,0,0,21,35,0,0,77,7,0,-17.3798374198316,554.05
3fu6,1,0,2,8,3,0,0,0,13,2,2.540306485364,2.314773494216,55.88
1qnh,0,0,0,26,6,14,0,0,85,38,14.210434570464,6.8740637044966,287.95
3atm,1,0,0,1,3,1,0,0,12,2,0.439628753048,-0.4138450973376,40
6f2n,0,1,3,17,1,3,0,0,23,4,5.402982838818,5.2925013960856,78.93
5m6m,2,0,2,12,3,3,0,0,35,6,4.387585484263,1.1529783204472,74.56
3emg,0,0,3,11,3,5,0,0,28,6,3.863677703097,1.8028682380892,128.27
1xud,0,0,3,17,2,6,0,0,30,6,4.910439360522,2.7345655332852,83.98
2esm,1,0,2,8,2,3,0,0,20,2,2.555368103585,0.3440292109164,75.26
3qxd,3,1,0,33,26,23,0,0,109,54,13.412839044955,0.761983449895601,676.98
2nnv,0,0,1,8,2,3,0,0,17,6,2.653913561386,0.7010201322808,94.84
6u8l,0,1,2,13,3,7,1,0,26,5,4.914472886334,3.0626455923135,135.14
5gjf,1,0,4,18,4,5,0,0,43,8,5.861797597775,3.4637646868121,145.34
3pty,0,0,0,7,3,5,0,0,18,9,3.574752818479,1.1275538037712,79.15
3aya,1,1,0,2,10,13,0,0,33,9,0.714366984182,-5.4115662800988,255.17
4jr5,0,0,2,12,2,5,0,0,26,7,3.713343620506,1.4997262675945,114.8
2r3i,0,0,3,14,1,5,0,0,24,4,4.498597661139,3.2837072243749,55.63
3cqu,3,0,2,7,5,3,0,0,22,3,2.24065667364,-0.0788701234077002,95.51
3ffu,2,3,1,6,7,12,0,0,32,8,1.561623234806,-4.0969838017803,336.05
2hzi,0,0,3,18,1,4,2,0,29,3,6.264951108171,5.2829642445334,58.12
3cid,1,0,3,25,4,6,0,0,44,13,8.178977702641,4.7349241890082,106.56
4bcj,0,0,3,9,3,5,0,0,24,5,2.94876876284,1.5390574434663,134.99
4b0c,0,0,1,6,1,4,0,0,11,5,2.537910931334,2.5244838303781,66.87
5nqe,0,0,2,11,3,4,0,0,29,6,3.365578820747,0.953335847062001,95.74
6pii,2,0,1,3,6,2,0,0,11,0,0.814318786352,0.2047416426787,96.65
3bxs,0,1,1,10,2,5,0,0,26,2,3.522883359006,1.8578110803703,107.56
5da3,1,0,3,11,3,6,1,0,33,5,4.022478867256,2.3121694861733,102.21
2dua,0,2,0,0,0,4,0,0,6,1,0,-0.6832258197968,80.26
1mf4,2,1,1,12,13,9,0,0,41,18,4.248758921101,-0.107233587637799,268.04
1yys,1,0,0,8,1,0,0,0,15,4,3.0017839904366,2.6961336384907,4.44
3amv,0,2,1,12,0,6,1,0,28,7,4.497189363854,3.0399617340086,109.8
5z9e,0,0,1,9,1,2,0,0,14,5,3.227048770439,2.6840801250367,46.53
4ye3,0,0,2,17,2,8,0,0,41,14,5.704337344086,2.6641047264091,141.24
3kqe,1,0,4,22,3,5,0,0,41,6,7.444650259391,5.7058622993212,96.06
2xrw,2,3,1,23,19,23,0,0,100,42,9.898290397063,-0.2630585140465,579.37
1h3a,1,0,3,18,1,4,1,0,28,8,6.437798316071,5.6798878154853,31.49
3arg,0,0,0,31,7,9,0,0,54,36,16.3883469606626,11.0909457250528,168.94
6cgp,1,0,2,12,4,3,0,0,23,5,4.41489122286,2.5636918385122,80.43
2qo1,0,2,0,9,0,4,0,0,17,12,4.001059163715,3.2047850254342,66.43
3o86,0,0,1,6,3,4,0,0,15,5,1.908126668818,-0.6086808867456,95.01
3c7p,0,0,2,15,2,5,0,0,33,4,5.2778672026408,2.0534832867335,128.04
5jf8,0,0,0,6,2,3,0,0,15,5,2.412528872683,0.0899371903432406,78.87
4qhp,2,2,2,13,6,4,0,0,27,10,4.150301668925,2.24598454577,145.35
3kqy,1,0,0,1,4,3,0,0,11,0,0.439628753048,-1.247489276224,72.58
5up3,0,0,3,12,0,5,0,0,24,3,4.274164105569,3.3293970075228,63.91
5hlp,0,0,2,12,2,4,0,0,25,2,4.442376880961,3.4621485375361,67.01
1nhv,0,1,5,22,0,4,2,0,37,8,7.603625811302,6.5519554832351,101.82
4c61,1,0,4,9,3,6,0,0,27,5,3.070983809234,1.5923525640279,122.93
4prj,0,0,3,11,2,8,0,0,31,6,3.926936897374,1.6776352758863,124.11
4hni,0,0,3,12,2,6,1,0,25,4,4.277373959664,2.7267933156874,88.08
3ued,3,2,0,11,16,12,0,0,47,23,4.111738577078,-1.716123570514,386.78
2r5q,1,0,2,22,5,5,0,0,40,10,8.132558262365,5.8601163746253,128.4
2pj0,1,2,2,17,6,6,0,0,33,12,5.307450253894,1.8896538593843,201.27
2is0,1,0,3,22,5,6,0,0,39,12,7.09497185315,3.9880962099198,149.03
5n4t,0,1,0,4,2,5,0,0,21,6,1.610113190947,0.2956958754702,120.39
3f9n,2,0,2,21,3,3,1,0,37,7,7.613041069807,4.9603159439074,94.33
4q3q,1,1,0,4,6,5,0,0,13,6,1.359367763516,-0.8294902552604,128.46
1njb,0,1,0,3,2,7,0,0,20,4,0.742454736202,-2.32031141642876,161.1
6sfk,0,0,3,23,4,8,0,0,40,10,8.335228312797,5.3889636119175,119.11
4kpx,0,0,3,12,3,6,0,0,28,5,4.30564473881,1.9027107973183,137.14
6i68,1,2,0,10,11,13,0,0,50,20,4.624893662641,-2.238320767347,334.4
6cha,0,0,1,7,2,2,0,0,11,3,2.247968609697,1.0766854831198,40.46
4xjr,0,1,0,4,4,11,0,0,25,7,1.76978130588,-1.7549734662822,188.9
4y5h,0,0,1,12,3,4,0,0,28,5,4.655813993773,2.419170731534,99.25
6er3,0,1,0,2,9,14,0,0,32,8,0.551729905721,-7.1447878473738,258.76
2vie,1,0,2,20,5,3,0,0,39,15,8.011058169823,4.8688147391632,98.28
5kpk,0,0,2,14,2,3,0,0,26,2,5.68918147824,4.7801606084147,57.78
4x1r,1,2,2,21,14,18,0,0,76,10,7.826245128665,0.407822686857601,472.3
5m3a,0,0,3,12,0,6,0,0,23,3,3.826915279528,3.2181253860584,70.65
3qt7,0,3,0,5,1,9,0,0,19,9,1.470776676451,-2.026016890491,201.76
6hu2,0,0,2,12,3,2,0,0,19,4,3.70336097982,1.8992458462453,61.36
4e4a,0,1,1,7,1,3,0,0,10,1,2.230496536908,1.8888836270096,78.93
2gni,1,0,2,8,2,3,0,0,20,2,2.555368103585,0.3440292109164,75.26
1mau,1,3,2,5,5,13,0,0,31,8,1.567130185368,-4.5888978587347,321.13
3nf3,3,0,1,22,21,12,0,0,61,30,8.284981144499,1.3316936740364,397.91
4mbp,0,0,0,0,14,21,0,0,45,10,0,-11.1559420987538,347.83
1so2,0,0,2,15,2,3,1,0,30,5,6.419926500157,5.0357587476405,70.56
5iq6,0,1,3,22,2,7,0,0,42,8,7.185150772168,5.7052444585123,144.3
6d4q,0,0,2,13,0,4,0,0,28,3,5.081155531072,2.8725843965054,78.96
2ycm,0,1,2,11,1,6,1,0,21,3,3.980768411634,2.8790751138835,91.07
5w2q,0,0,2,7,1,4,0,0,18,5,2.658960574553,1.4833896611827,72.37
3cfv,6,2,0,33,47,32,0,0,143,74,13.291691552447,-4.4157752230606,982.42
5os3,1,0,1,8,3,1,0,0,12,3,2.843199477248,2.6503785450607,36.87
5ubg,2,4,0,5,8,19,0,0,44,12,1.149917243777,-8.17487179581592,442.62
4ii9,1,7,3,22,21,46,0,0,142,48,6.777276688744,-12.9194272421027,1077.72
6by8,1,0,4,16,3,9,0,0,42,9,5.243433004519,2.2339708695759,137.54
5o1a,1,0,2,8,2,3,2,0,23,2,4.057282447398,3.1454162427633,49.91
4io8,1,0,4,18,6,8,2,0,38,9,6.609385817463,2.8008444730421,165.61
2o9i,0,0,2,21,1,12,0,0,31,8,6.683673488778,3.7675472458533,65.99
4djs,4,2,0,33,33,29,0,0,144,52,13.3788522076868,-2.5548544628808,789.96
4mro,0,0,2,15,3,10,0,0,32,6,4.707558328163,1.1522890711975,108.14
3el7,0,0,4,21,4,8,0,0,36,6,6.702847315084,3.9802293040481,110.75
5c91,0,0,2,9,1,4,0,0,23,7,2.633279217517,1.463482223975,69.56
2aoj,2,0,2,23,21,14,0,0,84,35,8.899618667305,-1.8214605405044,463.71
4iti,0,0,2,19,1,9,0,0,31,5,6.2943440560708,4.4751685424521,71.36
5ntp,1,0,2,14,2,4,1,0,33,5,5.21608721308,2.8766331875282,79.63
2wq4,0,0,0,2,3,4,0,0,12,1,1.00495803868,-1.4174553767214,69.92
5svz,7,1,0,19,38,18,0,0,76,46,5.711674363205,-3.71066083734,624.4
3fv8,1,0,2,10,2,2,2,0,25,5,4.119429464787,3.1087586157362,49.92
6c5q,0,1,4,26,1,5,0,0,40,9,9.695697285477,7.0587803127493,83.39
5tw5,0,0,1,24,7,9,0,0,46,26,10.9589758077818,5.589616482551,168.94
2mwy,2,4,1,25,26,28,0,0,128,58,10.843236491553,-4.61641682613801,773.64
4joh,1,1,0,9,8,8,0,0,37,15,4.285051721762,-0.661250825410999,213.6
5hn9,0,1,2,21,0,6,0,0,31,15,8.827806230503,7.3302096518815,104.41
2b1q,0,0,0,0,8,11,0,0,23,4,0,-6.1902742645162,189.53
3iu8,0,0,2,8,1,5,0,0,14,3,2.352407255407,2.3502127584159,66.87
6plg,0,1,4,17,1,6,2,0,35,6,6.002898636372,3.5620614646377,96.28
4b6f,1,0,2,11,3,0,0,0,15,3,3.433175003908,3.1521958564286,36.87
5eg4,2,0,3,21,11,8,0,0,59,8,6.986467105896,2.0422613457058,241.73
6qac,2,0,1,19,4,1,0,0,29,11,8.057102199006,5.6607067243939,59.68
4ob0,0,0,0,4,4,0,0,0,9,1,1.758515012192,1.393762263971,0
6czu,0,0,2,10,1,4,0,0,24,4,3.14178111173,2.18330415667894,66.57
3mg6,0,0,3,21,4,6,0,0,43,13,6.903760912858,3.4279025935722,133.83
6i5i,0,0,5,11,0,6,0,0,27,4,3.485679405388,2.256947008356,61.67
5ll7,0,1,0,4,4,2,0,0,14,3,3.620308684884,2.801098396029,34.14
1htg,2,0,5,25,9,7,0,0,55,16,8.268060184338,3.4000997054309,208.47
3zmj,0,0,1,11,1,2,0,0,18,7,3.755326255869,2.7365913063842,55.4
4r1y,1,0,2,19,2,5,0,0,36,13,6.744019980529,4.9067605535361,119.2
4kqr,1,2,1,11,4,9,0,0,37,8,3.831850326275,-0.8135089113648,220.99
2vto,0,0,3,12,3,5,0,0,24,4,3.684565533815,2.4233921910929,86.88
4bh3,0,1,0,3,12,19,0,0,46,12,0.763617870563,-9.4315108375944,346.78
4xc2,2,4,1,17,18,22,0,0,93,38,6.373029594587,-3.54193632054701,566.6
5glu,0,1,0,2,12,19,0,0,43,11,0.551729905721,-9.6276217644926,337.91
3lce,0,1,0,3,1,5,2,0,15,2,1.203251534546,-0.1571330189861,94.89
5nud,0,0,2,12,1,7,1,0,21,4,4.710855873843,2.7162216987121,83.63
3u6w,0,1,0,2,0,3,0,0,8,2,1.00495803868,0.1312861066286,57.2
6g8p,1,2,0,4,7,12,0,0,40,15,1.431264383916,-4.3371853397064,302.56
3eka,0,0,0,1,4,5,0,0,12,2,0.249101482818,-1.6698544659476,107.22
3ocg,0,0,4,15,4,6,0,0,30,5,4.842173429802,3.041701627662,128.07
6qxj,0,1,2,7,1,5,0,0,26,5,2.920514620189,1.0529432455179,118.54
3ijg,1,0,1,7,3,3,0,0,17,3,2.777590300702,1.9208596114054,62.53
5ey9,1,1,2,15,5,8,0,0,35,16,7.078727007637,3.0395668930743,188.96
4kql,0,0,3,14,4,6,0,0,34,6,4.218866132959,1.41933513048514,138.52
1h26,5,1,1,25,26,16,0,0,82,44,9.002926360127,0.857255225867001,517.38
3rl4,2,1,1,4,7,8,0,0,24,4,1.06342026917,-2.3758076364223,217.71
4w54,0,0,1,8,0,0,0,0,8,1,2.8351271536688,2.8351271536688,0
6o21,3,2,2,28,20,18,0,0,87,38,9.607816121588,0.336690083329001,534.95
2f9u,0,0,1,23,5,7,0,0,53,17,9.092139045035,3.946281610373,186.48
3t8s,0,3,0,3,3,12,0,0,24,6,0.747304448454,-5.18441446704,307.38
6ccu,1,1,0,7,5,7,0,0,32,12,3.273022876647,-1.1144865737266,168.76
3tcp,1,0,3,17,4,5,0,0,29,7,5.970825904254,4.9905224466475,83.27
5lax,3,1,1,22,26,20,0,0,95,43,8.711015505281,-3.2539989410404,589.25
6im6,0,0,1,7,0,3,0,0,17,3,2.265041618068,1.31976442656954,38.77
3o9v,1,1,2,13,3,3,0,0,23,5,4.890579630345,4.2422109259682,80.66
4dem,0,2,2,12,1,8,0,0,26,7,4.204278875319,0.8836677550869,180.15
5oxl,1,1,0,4,4,3,0,0,14,5,2.260567860445,1.3102995567142,96.87
4eoi,0,0,3,10,1,4,0,0,24,5,3.122068485364,1.5588119059141,107.89
2nns,0,0,1,7,3,3,0,0,16,4,2.11422102407,-0.104442141819,97.64
2wtc,0,0,3,15,5,4,0,0,25,4,4.776873573209,2.6836120104103,111.46
1r5v,3,2,2,30,22,18,0,0,100,43,12.037930499737,2.6032682943283,544.05
2qq7,1,0,3,13,3,3,1,0,27,7,4.771911600456,3.2724829956703,71.35
5drt,0,0,3,14,3,7,2,0,29,7,4.833752304715,2.1051753811797,123.06
6esn,0,0,3,18,2,7,0,0,35,9,5.590748093925,2.2598224345696,161.98
6hro,1,0,3,16,5,5,1,0,32,7,5.252782533752,3.6043719464014,105.67
2i2b,1,0,2,2,5,6,0,0,17,1,0.819825736914,-1.8689875068327,120.56
2qn2,0,1,0,18,2,4,0,0,34,1,9.3011208637158,6.1129368583436,80.59
2bkt,1,0,3,18,3,5,0,0,39,12,5.562228380916,3.2309605851744,85.87
5yp5,0,0,4,24,1,5,0,0,38,10,8.6023907158228,6.5464998029417,129.82
2nn8,0,0,0,0,8,11,0,0,23,4,0,-6.1902742645162,189.53
1r5h,1,0,1,13,6,2,0,0,22,6,5.61082892981,4.2204785687379,89
2r3y,1,1,2,14,7,7,0,0,45,14,4.941853416296,1.8250000259485,187.66
5lmk,0,0,4,20,3,5,1,0,33,6,7.000127065651,4.6902500394055,98.72
1cwb,0,0,0,25,5,12,0,0,86,15,13.605587242616,7.0214225568393,278.8
4fny,0,0,5,17,1,5,1,0,32,6,5.599900453493,4.9800806129884,78.64
1fsy,0,0,2,9,3,5,1,0,20,4,3.053843926494,1.1944317830905,95.59
6m9c,0,1,2,12,4,6,0,0,31,10,4.596526811726,2.875232348575,138.79
6o50,2,0,2,16,0,1,0,0,30,12,5.864244982698,4.7859101132028,17.07
5vqx,0,0,3,18,1,5,0,0,36,8,5.208071431615,3.03767005026694,111.97
2oc1,0,1,1,20,5,7,0,0,45,20,9.7430221504138,5.4392046156204,176.76
3qlb,2,1,1,10,2,9,0,0,35,1,3.04347589419,-0.0139818440825003,178.85
6oa3,1,0,1,4,2,6,0,0,22,4,1.166041408773,-0.0286840608212,123.29
2f6j,3,1,0,11,17,12,0,0,52,26,4.070574744366,-3.2085756855437,360.46
6gbx,0,0,3,10,0,6,0,0,25,3,3.17922871869,2.2732992539865,59.73
2lct,1,8,2,23,15,32,0,0,115,47,8.065292540649,-5.4345190210824,804.96
4qrc,3,0,3,20,4,6,0,0,39,7,6.480804183845,4.3431995784693,69.94
1xn0,0,0,1,10,1,3,0,0,20,4,3.127723971834,1.9995511996947,47.56
2ylp,0,1,2,15,0,3,2,0,20,5,5.31450739369,4.9953596917212,65.43
6cyg,1,0,2,2,7,8,0,0,23,4,0.819825736914,-3.2323781293401,169.89
3ilq,0,0,0,32,4,8,0,0,53,38,16.3471343610816,12.2473437390568,151.98
3ty0,0,0,4,20,1,6,0,0,36,5,6.166050632625,3.7766512534971,114.21
6b7c,1,0,3,7,3,4,0,0,19,3,2.200561805802,1.6488280938271,72.67
4j74,1,0,2,15,2,1,2,0,20,2,5.26941368119,4.5023285851048,26
4d2d,1,1,0,3,5,4,0,0,16,5,1.50743705802,-0.2468904765082,125.97
3q3b,0,0,2,12,2,2,0,0,21,2,3.70336097982,2.4444399632167,61.69
2p59,0,0,0,20,5,10,0,0,52,15,9.242712285569,3.5966321500198,215.12
3vtd,0,0,0,25,3,3,0,0,39,7,11.0484702549986,8.7545159100212,60.69
4jjm,0,0,0,24,5,12,0,0,85,15,13.103108223276,6.8684169611773,278.8
5f90,0,0,0,2,10,16,0,0,37,10,0.842320960219,-7.2999498578624,257.68
4qvp,0,0,2,9,4,6,0,0,28,9,3.666215509923,0.6007959006485,124.44
5m2v,1,2,1,7,2,5,0,0,18,4,2.178083379447,0.5570826493055,106.1
5fap,1,1,0,4,5,7,0,0,24,6,1.710353348963,-2.41645787985816,181.96
6f8j,0,0,3,8,3,6,0,0,26,5,2.655043156052,0.3026712179102,113.83
4jje,0,2,1,13,5,11,0,0,49,22,5.572044188175,0.859425975051201,255.72
3svj,0,0,3,17,3,6,1,0,40,7,5.84315989888,3.4214762654974,143.92
3obu,1,4,0,13,8,17,0,0,68,24,4.743219388349,-3.1832419600252,403.79
5w9g,1,0,2,16,4,6,1,0,36,9,5.315257075022,2.8798146884449,147.24
2xpa,0,1,1,6,2,6,0,0,22,5,1.908126668818,-1.2515929079577,128.25
6qfu,0,0,1,14,3,5,1,0,34,3,5.764223785831,1.95433921825248,112.32
2xiz,0,1,1,3,0,3,0,0,11,2,0.951166529614,0.531025657144,53.02
1xqc,1,0,3,18,2,1,0,0,33,3,5.786945689887,4.8724703281055,31.15
3t3d,0,0,0,1,5,7,0,0,19,2,0.153511312505,-3.84963107817176,139.56
2mow,1,6,2,17,18,27,0,0,100,42,6.458373594582,-4.95757271151961,683.51
3mo2,3,0,3,20,7,4,0,0,40,16,6.586948274823,4.8376930716146,104.82
2wtd,0,0,3,16,4,4,0,0,25,3,5.025975056027,2.9498828034564,100.46
4hso,1,1,1,5,4,3,0,0,13,3,1.58913995575,1.0864436027015,88
4cxy,0,1,1,3,2,5,0,0,17,5,0.951166529614,-1.118936454252,111.22
3wcl,1,2,1,14,0,7,0,0,30,18,7.400157420043,4.1874256721136,154.81
5ou2,1,0,1,8,2,0,1,0,12,1,3.134250676397,1.8073384910358,27.94
4u0e,0,0,2,13,1,3,0,0,32,7,4.154576952048,2.7271848089026,61.77
1q6j,0,2,5,26,0,13,0,0,44,10,8.160298955774,4.9520487948314,176.71
1ayu,2,0,2,22,9,5,0,0,42,18,8.137656610492,2.9562328722072,188.31
3qd4,0,0,1,13,5,6,0,0,32,5,5.274678892878,2.3019209025669,144.11
6cki,0,0,1,4,2,4,0,0,20,2,1.733857620205,0.119080403928,87.22
5xaf,0,0,2,11,1,6,0,0,27,6,3.40701161943,2.3195735630994,77.46
6b4h,0,6,0,6,0,18,0,0,36,12,1.494608896908,-5.992405119264,493.38
5dtq,0,0,3,15,0,2,2,0,20,2,5.370718819826,4.7425179072281,29.96
4kxl,1,1,2,7,4,9,0,0,28,6,2.428294983248,-1.2232446509563,188.8
1h1h,1,2,2,4,4,11,0,0,27,6,1.31802870255,-3.1370519107847,264.79
3vqu,0,0,2,12,5,4,0,0,22,6,4.120641116702,1.4719421498816,127.05
5ksu,3,1,0,33,26,23,0,0,109,54,13.412839044955,0.761983449895601,676.98
5iza,0,1,0,8,9,11,0,0,53,21,3.754405538554,-3.32249961941,299.28
4e5d,0,0,3,12,0,3,0,0,18,2,3.608886693975,3.5761342226312,50.36
2gcd,1,0,5,16,3,5,0,0,35,2,5.273373285631,3.044300175822,74.03
4k8a,0,0,2,4,0,5,1,0,12,1,1.737661784145,1.4186200059933,67.35
1gqs,1,0,1,7,2,1,0,0,12,2,2.462193703657,2.2036444054437,24.67
6dqb,1,1,3,11,2,5,0,0,30,9,3.563916258288,1.5733605713039,124.03
3hhm,0,0,0,8,1,6,0,0,31,4,2.74768823077,-0.0237098544556997,116.2
5cxi,0,0,0,15,1,3,0,0,30,6,6.8367402986178,5.06441401620804,88.54
4zpe,2,0,2,21,3,4,0,0,36,7,7.205176359171,4.811597996595,59.98
2p98,2,0,2,8,5,2,0,0,17,1,2.631232640753,1.6180013868809,75.81
5q0z,0,0,1,13,0,5,0,0,31,4,4.467304562018,1.9633536627168,58.97
3l8s,1,0,2,17,5,6,1,0,32,10,5.542719053437,3.0689468540226,139.02
4exg,1,0,2,16,4,3,0,0,32,9,6.473466262922,3.8029096753642,103.41
2rcu,1,1,0,15,1,3,0,0,28,19,7.977376579383,6.6539746409893,69.23
2aov,0,0,2,12,4,2,2,0,17,1,4.494305852764,2.9401579379979,77.82
4inh,0,1,1,13,3,6,0,0,35,14,4.911149265465,1.9474713532898,156.97
1o2g,0,0,4,17,5,4,0,0,25,3,5.393806074206,4.8517297855815,85.89
5lrk,1,1,2,24,12,13,0,0,62,15,8.397051012423,2.081213184125,308.51
1lhd,1,0,1,12,7,5,0,0,31,11,3.819224338055,0.560082292888001,146.61
4jfz,2,2,1,14,18,18,0,0,75,33,5.370162357905,-4.3259910115377,518.71
4m7y,0,1,0,7,3,6,0,0,24,12,3.189353225021,-0.2995874138044,160.66
